Draft,Year,Rnd,DT,OvPck,RdPck,Tm,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G,W,L,ERA,WHIP,SV,Type,Drafted Out of
janreg,1981,13,1rg,272,11,Royals,N,,Craig Stump,3B,,,,,,,,,,,,,JC,Community College of Baltimore County, Catonsville Campus (Catonsville, MD)
junsec,1981,1,6sc,21,21,Royals,Y,,Reggie Wyatt,RHP,,,,,,,,,,,,,JC,Santa Monica College (Santa Monica, CA)
jansec,1982,1,1sc,1,1,Royals,Y,,Danny Jackson,LHP,17.2,236,428,0,.126,.311,353,112,131,4.01,1.41,1,JC,Trinidad State College (Trinidad, CO)
jansec,1982,2,1sc,26,1,Royals,N,,Damon Farmer,OF,,,,,,,,,,,,,JC,West Los Angeles College (Culver City, CA)
jansec,1982,3,1sc,45,1,Royals,N,,Richard Smith,RHP,,,,,,,,,,,,,JC,Diablo Valley College (Pleasant Hill, CA)
janreg,1982,1,1rg,9,9,Royals,N,,Bobby Ralston,2B,,,,,,,,,,,,,JC,Chabot College (Hayward, CA)
janreg,1982,2,1rg,35,9,Royals,N,,Eric Schmidt,RHP,,,,,,,,,,,,,JC,Antelope Valley College (Lancaster, CA)
janreg,1982,3,1rg,61,9,Royals,N,,Craig Reid,SS,,,,,,,,,,,,,JC,Panola College (Carthage, TX)
janreg,1982,4,1rg,87,9,Royals,Y,,Jack Shuffield,OF,,,,,,,,,,,,,JC,Ventura College (Ventura, CA)
janreg,1982,5,1rg,113,9,Royals,Unk,,Scott Groot,SS,,,,,,,,,,,,,JC,Orange Coast College (Costa Mesa, CA)
janreg,1982,6,1rg,139,9,Royals,N,,Chris Schulz,C,,,,,,,,,,,,,JC,Golden West College (Huntington Beach, CA)
janreg,1982,7,1rg,164,8,Royals,Y,,Don Sparling,1B,,,,,,,,,,,,,JC,Spokane Falls Community College (Spokane, WA)
janreg,1982,8,1rg,189,8,Royals,N,,George Cook,2B,,,,,,,,,,,,,4Yr,University of Nebraska-Lincoln (Lincoln, NE)
janreg,1982,9,1rg,213,7,Royals,N,,Ed Bass,RHP,,,,,,,,,,,,,JC,Chabot College (Hayward, CA)
janreg,1982,10,1rg,233,6,Royals,N,,James Mecate,OF,,,,,,,,,,,,,JC,Rio Hondo College (Whittier, CA)
janreg,1982,11,1rg,251,6,Royals,N,,Mark Berry,3B,,,,,,,,,,,,,JC,Oxnard College (Oxnard, CA)
janreg,1982,12,1rg,266,5,Royals,Y,,Roscoe Palmer,OF,,,,,,,,,,,,,,
junsec,1982,1,6sc,6,6,Royals,Y,,Thomas Wallace,OF,,,,,,,,,,,,,JC,Glendale Community College (Glendale, CA)
junsec,1982,2,6sc,31,6,Royals,N,,Mark Berry,3B,,,,,,,,,,,,,JC,Oxnard College (Oxnard, CA)
junsec,1982,3,6sc,53,5,Royals,N,,Robert Locke,OF,,,,,,,,,,,,,4Yr,Gordon State College (Barnesville, GA)
junsec,1982,4,6sc,67,2,Royals,Y,,Cecil Fielder,1B,17.2,1470,5157,319,.255,.827,,,,,,,,
jansec,1983,1,1sc,16,16,Royals,Y,,Ronald McCormack,RHP,,,,,,,,,,,,,JC,Green River Community College (Auburn, WA)
jansec,1983,2,1sc,41,15,Royals,Y,,Glen Gwatney,OF,,,,,,,,,,,,,,
janreg,1983,1,1rg,22,22,Royals,Y,,Mark Van Blaricom,SS,,,,,,,,,,,,,JC,Orange Coast College (Costa Mesa, CA)
janreg,1983,2,1rg,48,22,Royals,N,,Brett Adams,RHP,,,,,,,,,,,,,JC,Yakima Valley Community College (Yakima, WA)
janreg,1983,3,1rg,74,22,Royals,N,,Keith Peterson,OF,,,,,,,,,,,,,JC,Edmonds Community College (Lynnwood, WA)
janreg,1983,4,1rg,100,22,Royals,N,,Mike Clarkin,RHP,,,,,,,,,,,,,JC,Normandale Community College (Bloomington, MN)
janreg,1983,5,1rg,126,22,Royals,N,,Chris Stull,OF,,,,,,,,,,,,,JC,Northeastern Oklahoma A&M College (Miami, OK)
janreg,1983,6,1rg,152,22,Royals,N,,Larry Schofield,RHP,,,,,,,,,,,,,JC,Laney College (Oakland, CA)
janreg,1983,7,1rg,176,20,Royals,Y,,Keith Williamson,OF,,,,,,,,,,,,,JC,Pasadena City College (Pasadena, CA)
janreg,1983,8,1rg,199,19,Royals,N,,Steve Echols,OF,,,,,,,,,,,,,JC,Sacramento City College (Sacramento, CA)
janreg,1983,9,1rg,221,18,Royals,Y,,Russell Powers,RHP,,,,,,,,,,,,,,
janreg,1983,10,1rg,243,18,Royals,N,,Steve Vasquez,RHP,,,,,,,,,,,,,JC,Chabot College (Hayward, CA)
janreg,1983,11,1rg,263,17,Royals,N,,Elmer Lewis,2B,,,,,,,,,,,,,JC,Pasadena City College (Pasadena, CA)
janreg,1983,12,1rg,279,13,Royals,N,,Tim Jester,OF,,,,,,,,,,,,,JC,College of San Mateo (San Mateo, CA)
janreg,1983,13,1rg,294,12,Royals,N,,David Miramontes,RHP,,,,,,,,,,,,,JC,Butte College (Oroville, CA)
janreg,1983,14,1rg,306,11,Royals,N,,Craig Moe,RHP,,,,,,,,,,,,,JC,Bellevue Community College (Bellevue, WA)
janreg,1983,15,1rg,314,7,Royals,N,,Dexter McClendon,OF,,,,,,,,,,,,,4Yr,University of Nebraska-Lincoln (Lincoln, NE)
janreg,1983,16,1rg,319,4,Royals,N,,Robert Bartlett,OF,,,,,,,,,,,,,JC,Citrus College (Glendora, CA)
janreg,1983,17,1rg,323,3,Royals,N,,Robert Orozco,OF,,,,,,,,,,,,,JC,Chabot College (Hayward, CA)
janreg,1983,18,1rg,327,3,Royals,N,,Michael David,RHP,,,,,,,,,,,,,JC,Santa Barbara City College (Santa Barbara, CA)
janreg,1983,19,1rg,330,2,Royals,Y,,John Rubel,OF,,,,,,,,,,,,,JC,Cypress College (Cypress, CA)
janreg,1983,20,1rg,332,1,Royals,N,,Manny Salinas,SS,,,,,,,,,,,,,JC,Southwestern College (Chula Vista, CA)
junsec,1983,1,6sc,25,25,Royals,N,,John Nero,OF,,,,,,,,,,,,,JC,Fullerton College (Fullerton, CA)
junsec,1983,2,6sc,48,22,Royals,Y,,Bob Vodvarka,LHP,,,,,,,,,,,,,JC,Chaffey College (Rancho Cucamonga, CA)
junsec,1983,3,6sc,67,18,Royals,N,,Robert Bartlett,OF,,,,,,,,,,,,,JC,Citrus College (Glendora, CA)
junsec,1983,4,6sc,79,11,Royals,Y,,Scott Campbell,OF,,,,,,,,,,,,,JC,Citrus College (Glendora, CA)
jansec,1984,1,1sc,13,13,Royals,Y,,Andy Leonard,C,,,,,,,,,,,,,JC,Canada College (Redwood City, CA)
jansec,1984,2,1sc,39,13,Royals,N,,Steve Carter,OF,-0.2,14,21,1,.143,.551,,,,,,,JC,Hagerstown Community College (Hagerstown, MD)
janreg,1984,1,1rg,15,15,Royals,Y,,Jefferey Redus,OF,,,,,,,,,,,,,JC,Snead State Community College (Boaz, AL)
janreg,1984,2,1rg,41,15,Royals,N,,Eric Hetzel,RHP,-1.2,0,0,0,,,21,3,7,6.12,1.75,0,JC,Eastern Oklahoma State College (Wilburton, OK)
janreg,1984,3,1rg,67,15,Royals,N,,Dave Miller,RHP,,,,,,,,,,,,,JC,Pensacola State College (Pensacola, FL)
janreg,1984,4,1rg,93,15,Royals,N,,Dirk Veldman,RHP,,,,,,,,,,,,,JC,Moraine Valley Community College (Palos Hills, IL)
janreg,1984,5,1rg,119,15,Royals,N,,Pete Carey,OF,,,,,,,,,,,,,JC,Rockland Community College (Suffern, NY)
janreg,1984,6,1rg,145,15,Royals,Y,,Roy Ellis,RHP,,,,,,,,,,,,,JC,Indian Hills Community College (Centerville, IA)
janreg,1984,7,1rg,171,15,Royals,N,,Rob Tomberlin,3B,,,,,,,,,,,,,JC,Normandale Community College (Bloomington, MN)
janreg,1984,8,1rg,197,15,Royals,N,,Greg Roscoe,RHP,,,,,,,,,,,,,JC,Des Moines Area Community College (Boone, IA)
janreg,1984,9,1rg,222,14,Royals,Y,,Rob Robinson,RHP,,,,,,,,,,,,,JC,Lower Columbia College (Longview, WA)
janreg,1984,10,1rg,245,12,Royals,N,,Lou Fuentes,C,,,,,,,,,,,,,JC,Mission College (Santa Clara, CA)
janreg,1984,11,1rg,264,9,Royals,N,,Steven Purdy,RHP,,,,,,,,,,,,,JC,Northeastern Oklahoma A&M College (Miami, OK)
janreg,1984,12,1rg,281,9,Royals,N,,Scott Volz,RHP,,,,,,,,,,,,,JC,Des Moines Area Community College (Boone, IA)
janreg,1984,13,1rg,295,7,Royals,N,,James Sullivan,RHP,,,,,,,,,,,,,JC,Pierce College (Lakewood, WA)
janreg,1984,14,1rg,307,6,Royals,Y,,Paul Howarth,OF,,,,,,,,,,,,,JC,Scottsdale Community College (Scottsdale, AZ)
janreg,1984,15,1rg,319,6,Royals,N,,Robert Fields,RHP,,,,,,,,,,,,,JC,Pima Community College (Tucson, AZ)
janreg,1984,16,1rg,329,5,Royals,N,,Tim Swob,LHP,,,,,,,,,,,,,JC,Northeastern Oklahoma A&M College (Miami, OK)
janreg,1984,17,1rg,334,1,Royals,N,,Jeffrey Brown,OF,,,,,,,,,,,,,,
junsec,1984,1,6sc,11,11,Royals,Y,,Derek Vanacore,OF,,,,,,,,,,,,,4Yr,University of California, Santa Barbara (Santa Barbara, CA)
junsec,1984,2,6sc,36,11,Royals,Y,,Matt Crouch,RHP,,,,,,,,,,,,,JC,Sacramento City College (Sacramento, CA)
junsec,1984,3,6sc,59,11,Royals,Y,,Jeff Bedell,3B,,,,,,,,,,,,,JC,Montgomery College, Rockville Campus (Rockville, MD)
junsec,1984,4,6sc,77,10,Royals,Y,,Lou Fuentes,C,,,,,,,,,,,,,JC,Mission College (Santa Clara, CA)
jansec,1985,1,1sc,16,16,Royals,N,,Mike Reitzel,LHP,,,,,,,,,,,,,JC,Seminole State College of Florida (Sanford, FL)
jansec,1985,2,1sc,42,16,Royals,N,,Darrin Garner,SS,,,,,,,,,,,,,JC,Orange Coast College (Costa Mesa, CA)
jansec,1985,3,1sc,62,10,Royals,N,,Chuck Wacha,RHP,,,,,,,,,,,,,JC,Florida SouthWestern State College (Fort Myers, FL)
janreg,1985,1,1rg,18,18,Royals,N,,Scott Boudreaux,RHP,,,,,,,,,,,,,JC,Wharton County Junior College (Wharton, TX)
janreg,1985,2,1rg,44,18,Royals,Y,,Pete Carey,OF,,,,,,,,,,,,,JC,Rockland Community College (Suffern, NY)
janreg,1985,3,1rg,70,18,Royals,Y,,De Jon Watson,1B,,,,,,,,,,,,,JC,West Los Angeles College (Culver City, CA)
janreg,1985,4,1rg,96,18,Royals,N,,Kevin Brown,LHP,0.5,2,0,0,,,24,3,5,4.82,1.46,0,JC,Sacramento City College (Sacramento, CA)
janreg,1985,5,1rg,122,18,Royals,N,,Joaquin Contreras,OF,,,,,,,,,,,,,JC,Miami Dade College (Miami, FL)
janreg,1985,6,1rg,147,17,Royals,N,,Andy Mota,2B,-0.5,27,90,1,.189,.442,,,,,,,JC,Golden West College (Huntington Beach, CA)
janreg,1985,7,1rg,171,16,Royals,N,,Dennis King,SS,,,,,,,,,,,,,JC,Riverside Community College (Riverside, CA)
janreg,1985,8,1rg,195,16,Royals,Unk,,Tim Peters,RHP,,,,,,,,,,,,,JC,College of Southern Idaho (Twin Falls, ID)
janreg,1985,9,1rg,218,15,Royals,N,,Brad Noe,OF,,,,,,,,,,,,,JC,Edmonds Community College (Lynnwood, WA)
janreg,1985,10,1rg,240,14,Royals,N,,Mike Aspray,RHP,,,,,,,,,,,,,JC,West Los Angeles College (Culver City, CA)
janreg,1985,11,1rg,259,12,Royals,N,,Blas Minor,RHP,0.3,145,13,0,.154,.445,157,13,10,4.40,1.34,5,JC,Merced College (Merced, CA)
janreg,1985,12,1rg,275,10,Royals,Y,,Keith Sheldon,RHP,,,,,,,,,,,,,,
janreg,1985,13,1rg,288,9,Royals,N,,Mike Zuber,RHP,,,,,,,,,,,,,JC,Centralia College (Centralia, WA)
janreg,1985,14,1rg,299,7,Royals,N,,Robert Bartlett,OF,,,,,,,,,,,,,JC,Citrus College (Glendora, CA)
janreg,1985,15,1rg,307,5,Royals,N,,Patrick Waid,OF,,,,,,,,,,,,,JC,Oxnard College (Oxnard, CA)
janreg,1985,16,1rg,313,4,Royals,N,,Scotti Reaves,SS,,,,,,,,,,,,,JC,College of the Sequoias (Visalia, CA)
janreg,1985,17,1rg,318,4,Royals,N,,Jon Taylor,OF,,,,,,,,,,,,,JC,Cuesta College (San Luis Obispo, CA)
janreg,1985,18,1rg,322,3,Royals,N,,Steve Hansen,3B,,,,,,,,,,,,,JC,Reedley College (Reedley, CA)
janreg,1985,19,1rg,326,3,Royals,N,,Todd Nelms,LHP,,,,,,,,,,,,,JC,Los Medanos Community College (Pittsburg, CA)
janreg,1985,20,1rg,328,2,Royals,Y,,Rich Day,3B,,,,,,,,,,,,,JC,Community College of Baltimore County, Essex Campus (Essex, MD)
janreg,1985,21,1rg,330,2,Royals,Y,,Gerald Smith,C,,,,,,,,,,,,,JC,Community College of Baltimore County, Essex Campus (Essex, MD)
junsec,1985,1,6sc,23,23,Royals,N,,Todd Ross,3B,,,,,,,,,,,,,JC,Shasta College (Redding, CA)
junsec,1985,2,6sc,48,22,Royals,N,,Joe Kemp,OF,,,,,,,,,,,,,JC,Citrus College (Glendora, CA)
junsec,1985,3,6sc,70,19,Royals,N,,Curt Parham,OF,,,,,,,,,,,,,,
jansec,1986,1,1sc,9,9,Royals,Y,,Sean Berry,INF,4.8,860,2413,81,.272,.779,,,,,,,4Yr,University of California, Los Angeles (Los Angeles, CA)
jansec,1986,2,1sc,34,8,Royals,N,,Carl Shaw,RHP,,,,,,,,,,,,,JC,Bellevue Community College (Bellevue, WA)
janreg,1986,1,1rg,23,23,Royals,N,,Kevin Maynagh,RHP,,,,,,,,,,,,,JC,Shelton State Community College (Tuscaloosa, AL)
janreg,1986,2,1rg,49,23,Royals,N,,Kevin Knutson,1B,,,,,,,,,,,,,JC,Big Bend Community College (Moses Lake, WA)
janreg,1986,3,1rg,75,23,Royals,Y,,Kenny Jackson,OF,,,,,,,,,,,,,JC,Miami Dade College (Miami, FL)
janreg,1986,4,1rg,101,23,Royals,N,,John Buss,LHP,,,,,,,,,,,,,JC,Triton College (River Grove, IL)
janreg,1986,5,1rg,127,23,Royals,N,,Brian Bennett,C,,,,,,,,,,,,,JC,College of the Desert (Palm Desert, CA)
janreg,1986,6,1rg,153,23,Royals,Y,,Gene Acevedo,RHP,,,,,,,,,,,,,JC,Queensborough Community College (New York, NY)
janreg,1986,7,1rg,179,23,Royals,N,,Harry Michael,OF,,,,,,,,,,,,,JC,Big Bend Community College (Moses Lake, WA)
janreg,1986,8,1rg,204,22,Royals,N,,Rex Barker,INF,,,,,,,,,,,,,JC,Chabot College (Hayward, CA)
janreg,1986,9,1rg,229,22,Royals,N,,Eric Nelson,INF,,,,,,,,,,,,,JC,Chabot College (Hayward, CA)
janreg,1986,10,1rg,254,22,Royals,N,,Ron Tyson,OF,,,,,,,,,,,,,JC,Southwestern College (Chula Vista, CA)
janreg,1986,11,1rg,274,17,Royals,N,,Frank Halcovich,RHP,,,,,,,,,,,,,JC,College of the Canyons (Santa Clarita, CA)
janreg,1986,12,1rg,292,15,Royals,N,,Rene Rivera,INF,,,,,,,,,,,,,JC,Long Beach City College (Long Beach, CA)
janreg,1986,13,1rg,307,13,Royals,N,,Jerry Daniels,LHP,,,,,,,,,,,,,JC,St. Louis Community College, Meramec Campus (Kirkwood, MO)
janreg,1986,14,1rg,319,10,Royals,N,,Kevin Wrice,RHP,,,,,,,,,,,,,JC,St. Louis Community College, Forest Park Campus (St. Louis, MO)
janreg,1986,15,1rg,328,8,Royals,N,,Lorenzo Lesky,INF,,,,,,,,,,,,,JC,West Los Angeles College (Culver City, CA)
janreg,1986,16,1rg,336,7,Royals,N,,Anthony Peterson,RHP,,,,,,,,,,,,,JC,San Joaquin Delta College (Stockton, CA)
janreg,1986,17,1rg,341,5,Royals,Y,,Brian Meyers,RHP,,,,,,,,,,,,,JC,Community College of Baltimore County, Essex Campus (Essex, MD)
janreg,1986,18,1rg,345,4,Royals,N,,Jon Seise,LHP,,,,,,,,,,,,,JC,Community College of Baltimore County, Essex Campus (Essex, MD)
janreg,1986,19,1rg,349,4,Royals,N,,John Horsey,LHP,,,,,,,,,,,,,JC,Community College of Baltimore County, Essex Campus (Essex, MD)
janreg,1986,20,1rg,353,4,Royals,N,,Jim Hoos,OF,,,,,,,,,,,,,JC,Community College of Baltimore County, Essex Campus (Essex, MD)
junsec,1986,1,6sc,10,10,Royals,N,,Tim Herrmann,RHP,,,,,,,,,,,,,JC,Blinn College (Brenham, TX)
junsec,1986,2,6sc,36,10,Royals,Y,,Mike Butcher,RHP,0.8,0,0,0,,,115,11,4,4.47,1.55,9,JC,Northeastern Oklahoma A&M College (Miami, OK)
junsec,1986,3,6sc,57,8,Royals,Y,,Tony Pickett,INF,,,,,,,,,,,,,JC,Contra Costa College (San Pablo, CA)
junsec,1986,4,6sc,72,5,Royals,Y,,Jim Willis,OF,,,,,,,,,,,,,4Yr,University of the Cumberlands (Williamsburg, KY)
junsec,1986,5,6sc,85,5,Royals,Y,,Chuck Mount,RHP,,,,,,,,,,,,,JC,Northeastern Oklahoma A&M College (Miami, OK)
junsec,1986,6,6sc,94,4,Royals,N,,Rex Barker,INF,,,,,,,,,,,,,JC,Chabot College (Hayward, CA)
junsec,1986,7,6sc,101,4,Royals,N,,Steve Cantu,LHP,,,,,,,,,,,,,JC,San Jacinto College (Pasadena, TX)
junsec,1986,8,6sc,106,4,Royals,N,,Jeff Cesari,RHP,,,,,,,,,,,,,JC,Taft College (Taft, CA)
junsec,1986,9,6sc,110,4,Royals,N,,Bobby Jones,OF,,,,,,,,,,,,,JC,Sacramento City College (Sacramento, CA)
junsec,1986,10,6sc,112,2,Royals,N,,Mark Linden,INF,,,,,,,,,,,,,JC,Bellevue Community College (Bellevue, WA)
jansec,1966,1,1sc,1,1,Tigers,N,,Stanley Bell,RHP,,,,,,,,,,,,,JC,State College of Florida, Manatee-Sarasota (Bradenton, FL)
jansec,1966,2,1sc,21,1,Tigers,N,,Ray Glinsky,RHP,,,,,,,,,,,,,4Yr,University of Akron (Akron, OH)
jansec,1966,3,1sc,40,1,Tigers,N,,Steve Schneider,SS,,,,,,,,,,,,,4Yr,University of Minnesota (Minneapolis, MN)
jansec,1966,4,1sc,56,1,Tigers,Y,,Gerald Foglia,RHP,,,,,,,,,,,,,HS,Woodridge HS (Woodridge, NJ)
jansec,1966,5,1sc,71,1,Tigers,N,,Glen Borkhuis,RHP,,,,,,,,,,,,,4Yr,Syracuse University (Syracuse, NY)
jansec,1966,6,1sc,83,1,Tigers,N,,Ken Tatum,RHP,6.4,166,45,4,.244,.839,176,16,12,2.93,1.23,52,4Yr,Mississippi State University (Mississippi State, MS)
jansec,1966,7,1sc,91,1,Tigers,N,,Frederick Manning,2B,,,,,,,,,,,,,4Yr,College of the Holy Cross (Worcester, MA)
jansec,1966,8,1sc,97,1,Tigers,N,,Dennis Trame,RHP,,,,,,,,,,,,,4Yr,Quincy University (Quincy, IL)
jansec,1966,9,1sc,102,1,Tigers,N,,Edward Staron,OF,,,,,,,,,,,,,4Yr,Western Michigan University (Kalamazoo, MI)
janreg,1966,1,1rg,13,13,Tigers,Y,,Timothy Marting,SS,,,,,,,,,,,,,JC,Hillsborough Community College (Tampa, FL)
janreg,1966,2,1rg,31,12,Tigers,N,,Bob Bellemare,RHP,,,,,,,,,,,,,4Yr,Post University (Waterbury, CT)
janreg,1966,3,1rg,48,11,Tigers,Y,,Kenneth Youngblood,C,,,,,,,,,,,,,,
janreg,1966,4,1rg,62,8,Tigers,Y,,Jon Warden,LHP,-0.1,28,2,0,.000,.000,28,4,1,3.62,1.21,3,,
junsec,1966,1,6sc,2,2,Tigers,Y,,Richard DeVarney,SS,,,,,,,,,,,,,4Yr,University of Maine (Orono, ME)
junsec,1966,2,6sc,22,2,Tigers,Y,,Bob Reed,RHP,0.7,25,14,0,.143,.343,24,2,4,4.13,1.39,2,4Yr,University of Michigan (Ann Arbor, MI)
junsec,1966,3,6sc,42,2,Tigers,Y,,Paul Coleman,RHP,,,,,,,,,,,,,4Yr,California State Polytechnic University, Pomona (Pomona, CA)
junsec,1966,4,6sc,62,2,Tigers,N,,George Grzegerek,SS,,,,,,,,,,,,,4Yr,St. Edward's University (Austin, TX)
junsec,1966,5,6sc,80,2,Tigers,N,,Darrell Evans,INF,58.8,2687,8973,414,.248,.792,,,,,,,JC,Pasadena City College (Pasadena, CA)
junsec,1966,6,6sc,91,1,Tigers,N,,George Putz,3B,,,,,,,,,,,,,HS,Cheshire Academy HS (Cheshire, CT)
junsec,1966,7,6sc,98,1,Tigers,N,,William Adkins,2B,,,,,,,,,,,,,4Yr,Clemson University (Clemson, SC)
junsec,1966,8,6sc,103,1,Tigers,N,,Bill Zepp,RHP,0.8,63,49,0,.122,.262,63,10,5,3.64,1.45,4,4Yr,University of Michigan (Ann Arbor, MI)
jansec,1967,1,1sc,2,2,Tigers,Y,,Mike Adams,SS,0.2,100,118,3,.195,.689,,,,,,,JC,Fullerton College (Fullerton, CA)
jansec,1967,2,1sc,22,2,Tigers,N,,Danny Talbott,1B,,,,,,,,,,,,,4Yr,University of North Carolina at Chapel Hill (Chapel Hill, NC)
jansec,1967,3,1sc,42,2,Tigers,Y,,John D'Auria,RHP,,,,,,,,,,,,,HS,Arcadia HS (Arcadia, CA)
jansec,1967,4,1sc,62,2,Tigers,N,,Ken Lohnes,C,,,,,,,,,,,,,JC,Cerritos College (Norwalk, CA)
jansec,1967,5,1sc,82,2,Tigers,Y,,Michael Hastings,OF,,,,,,,,,,,,,,
jansec,1967,6,1sc,101,1,Tigers,N,,Robert Smith,RHP,,,,,,,,,,,,,4Yr,St. John's University (Queens, NY)
jansec,1967,7,1sc,116,1,Tigers,N,,Roger Banks,C,,,,,,,,,,,,,4Yr,Mars Hill University (Mars Hill, NC)
janreg,1967,1,1rg,16,16,Tigers,N,,James Carter,3B,,,,,,,,,,,,,JC,Golden West College (Huntington Beach, CA)
janreg,1967,2,1rg,33,13,Tigers,Y,,Michael Kotzin,1B,,,,,,,,,,,,,JC,Fullerton College (Fullerton, CA)
janreg,1967,3,1rg,50,13,Tigers,Y,,Michael Murray,C,,,,,,,,,,,,,JC,Cypress College (Cypress, CA)
janreg,1967,4,1rg,64,11,Tigers,N,,Terry Schofield,C,,,,,,,,,,,,,JC,Fullerton College (Fullerton, CA)
junsec,1967,1,6sc,17,17,Tigers,Y,,John Hetrick,OF,,,,,,,,,,,,,4Yr,University of Maryland (College Park, MD)
junsec,1967,2,6sc,37,17,Tigers,N,,Geoff Zahn,LHP,20.3,48,43,0,.140,.279,304,111,109,3.74,1.35,1,4Yr,University of Michigan (Ann Arbor, MI)
junsec,1967,3,6sc,57,17,Tigers,N,,Skip Jutze,C,-3.7,254,656,3,.215,.512,,,,,,,4Yr,Central Connecticut State University (New Britain, CT)
junsec,1967,4,6sc,77,17,Tigers,N,,Mel Behney,LHP,-0.4,5,1,0,.000,.000,5,0,2,4.50,2.30,0,4Yr,Michigan State University (East Lansing, MI)
junsec,1967,5,6sc,97,17,Tigers,N,,Tom Lundgren,LHP,,,,,,,,,,,,,4Yr,University of Missouri (Columbia, MO)
junsec,1967,6,6sc,117,17,Tigers,N,,Tom Binkowski,1B,,,,,,,,,,,,,4Yr,Michigan State University (East Lansing, MI)
junsec,1967,7,6sc,136,16,Tigers,N,,Arthur Ganious,1B,,,,,,,,,,,,,4Yr,Southern University and A&M College (Baton Rouge, LA)
junsec,1967,8,6sc,152,14,Tigers,N,,John Herzing,LHP,,,,,,,,,,,,,4Yr,Washington University in St. Louis (St. Louis, MO)
junsec,1967,9,6sc,165,11,Tigers,N,,Wayne Danson,OF,,,,,,,,,,,,,JC,Gulf Coast State College (Panama City, FL)
junsec,1967,10,6sc,175,9,Tigers,N,,Roy Myers,OF,,,,,,,,,,,,,4Yr,University of Memphis (Memphis, TN)
jansec,1968,1,1sc,3,3,Tigers,Y,,Ken Szotkiewicz,SS,-0.1,47,84,3,.107,.443,,,,,,,4Yr,Georgia Southern University (Statesboro, GA)
jansec,1968,2,1sc,23,3,Tigers,Y,,Chuck Scrivener,SS,-0.3,145,310,2,.190,.490,,,,,,,JC,Community College of Baltimore County, Catonsville Campus (Catonsville, MD)
jansec,1968,3,1sc,43,3,Tigers,Y,,Tommy Grayson,2B,,,,,,,,,,,,,4Yr,Guilford College (Greensboro, NC)
jansec,1968,4,1sc,63,3,Tigers,N,,Bob O'Brien,LHP,0.4,14,9,0,.111,.222,14,2,2,3.00,1.31,0,4Yr,University of Arizona (Tucson, AZ)
jansec,1968,5,1sc,83,3,Tigers,N,,Steve Smith,3B,,,,,,,,,,,,,JC,Long Beach City College (Long Beach, CA)
jansec,1968,6,1sc,102,3,Tigers,Y,,Jerry Killian,LHP,,,,,,,,,,,,,JC,Mott Community College (Flint, MI)
jansec,1968,7,1sc,120,3,Tigers,N,,Harry Saferight,C,,,,,,,,,,,,,JC,State College of Florida, Manatee-Sarasota (Bradenton, FL)
jansec,1968,8,1sc,133,2,Tigers,N,,Terry Wilshusen,RHP,-0.1,0,0,0,,,1,0,0,81.00,6.00,0,,
jansec,1968,9,1sc,144,2,Tigers,Y,,Vache Bahadurian,1B,,,,,,,,,,,,,4Yr,City College of New York (New York, NY)
jansec,1968,10,1sc,150,1,Tigers,N,,William Carroll,OF,,,,,,,,,,,,,HS,Alhambra HS (Alhambra, CA)
janreg,1968,1,1rg,17,17,Tigers,N,,James Carter,3B,,,,,,,,,,,,,JC,Golden West College (Huntington Beach, CA)
janreg,1968,2,1rg,37,17,Tigers,N,,Thomas Jackson,SS,,,,,,,,,,,,,JC,Citrus College (Glendora, CA)
janreg,1968,3,1rg,54,14,Tigers,N,,Richard Garner,C,,,,,,,,,,,,,JC,Santa Rosa Junior College (Santa Rosa, CA)
janreg,1968,4,1rg,71,14,Tigers,N,,James Poole,C,,,,,,,,,,,,,,
janreg,1968,5,1rg,87,13,Tigers,N,,Nicholas Parilla,RHP,,,,,,,,,,,,,HS,Staunton Military Academy (Staunton, VA)
janreg,1968,6,1rg,101,13,Tigers,Y,,George Moore,OF,,,,,,,,,,,,,,
janreg,1968,7,1rg,113,11,Tigers,Y,,Bill Slayback,RHP,-0.1,23,23,0,.174,.348,42,6,9,3.84,1.35,0,JC,Glendale Community College (Glendale, CA)
janreg,1968,8,1rg,122,8,Tigers,Y,,Arthur Clifford,RHP,,,,,,,,,,,,,,
janreg,1968,9,1rg,126,4,Tigers,Y,,Rod Beckman,SS,,,,,,,,,,,,,JC,Muskegon Community College (Muskegon, MI)
junsec,1968,1,6sc,20,20,Tigers,Y,,Elliott Maddox,INF,14.9,1029,2843,18,.261,.692,,,,,,,4Yr,University of Michigan (Ann Arbor, MI)
junsec,1968,2,6sc,40,20,Tigers,N,,John Hurley,RHP,,,,,,,,,,,,,4Yr,University of Michigan (Ann Arbor, MI)
junsec,1968,3,6sc,60,20,Tigers,N,,Ronald Wayne,LHP,,,,,,,,,,,,,JC,Laney College (Oakland, CA)
junsec,1968,4,6sc,80,20,Tigers,Y,,Steve Smith,3B,,,,,,,,,,,,,JC,Long Beach City College (Long Beach, CA)
junsec,1968,5,6sc,101,18,Tigers,N,,Barry Sheldon,RHP,,,,,,,,,,,,,JC,Genesee Community College (Batavia, NY)
jansec,1969,1,1sc,16,16,Tigers,N,,John Young,1B,0.1,2,4,0,.500,1.250,,,,,,,JC,Fullerton College (Fullerton, CA)
